loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
3448,5, Not Graduate, Yes,8200000,20900000,14,726,11400000.0,4800000.0,26000000.0,8400000.0, Approved
3451,4, Graduate, No,700000,1800000,18,728,400000.0,1300000.0,2200000.0,600000.0, Approved
3452,0, Not Graduate, No,7400000,25500000,6,463,2300000.0,5600000.0,26800000.0,8400000.0, Rejected
3457,1, Not Graduate, No,8000000,30900000,2,315,23500000.0,1200000.0,19500000.0,7300000.0, Approved
3459,3, Not Graduate, Yes,7500000,26000000,2,342,13900000.0,1900000.0,26900000.0,11200000.0, Approved
3462,1, Graduate, Yes,4200000,11300000,4,704,4700000.0,2800000.0,14900000.0,4000000.0, Approved
3464,0, Graduate, Yes,7400000,15200000,12,600,6200000.0,8500000.0,18800000.0,4100000.0, Approved
3468,5, Graduate, Yes,4100000,9900000,4,319,7600000.0,7400000.0,12000000.0,5500000.0, Rejected
3470,3, Graduate, Yes,4800000,11500000,12,535,3600000.0,8000000.0,15600000.0,5400000.0, Rejected
3472,4, Not Graduate, No,7600000,23900000,8,672,2500000.0,1600000.0,20200000.0,6700000.0, Approved
3474,5, Graduate, No,3600000,11600000,14,546,8500000.0,300000.0,12000000.0,4800000.0, Rejected
3475,3, Not Graduate, Yes,5400000,16800000,16,550,10700000.0,6400000.0,13400000.0,7000000.0, Approved
3476,5, Not Graduate, No,700000,1400000,4,344,1500000.0,800000.0,2600000.0,300000.0, Rejected
3479,0, Graduate, Yes,9400000,29900000,12,302,12300000.0,1500000.0,35700000.0,8200000.0, Rejected
3480,3, Graduate, Yes,3200000,9100000,18,376,4500000.0,800000.0,9000000.0,1700000.0, Rejected
3482,2, Graduate, Yes,4200000,15800000,6,710,12300000.0,3700000.0,12600000.0,4600000.0, Approved
3483,2, Not Graduate, No,7000000,24200000,6,892,20600000.0,500000.0,21400000.0,9200000.0, Approved
3484,3, Not Graduate, No,3200000,11500000,16,492,4800000.0,2300000.0,10400000.0,3200000.0, Rejected
3485,5, Graduate, No,7900000,17700000,2,559,19700000.0,2800000.0,28900000.0,5400000.0, Approved
3486,3, Not Graduate, No,2200000,8300000,18,314,1100000.0,900000.0,5800000.0,2000000.0, Rejected
3491,1, Graduate, No,4700000,15700000,4,468,13300000.0,5100000.0,16200000.0,3600000.0, Approved
3492,2, Not Graduate, No,8100000,17500000,4,674,10800000.0,12700000.0,23200000.0,9300000.0, Approved
3493,2, Not Graduate, No,9000000,27300000,14,353,22600000.0,4400000.0,26900000.0,7200000.0, Rejected
3494,4, Not Graduate, No,3800000,14100000,8,727,3900000.0,4900000.0,8200000.0,5400000.0, Approved
3495,4, Not Graduate, Yes,8800000,22200000,10,512,6800000.0,4000000.0,31900000.0,9900000.0, Rejected
3496,3, Not Graduate, Yes,8700000,27200000,18,454,9100000.0,9300000.0,30900000.0,12000000.0, Rejected
3497,5, Not Graduate, No,5000000,12400000,14,315,7400000.0,8600000.0,17000000.0,4000000.0, Rejected
3498,0, Not Graduate, Yes,6000000,22700000,10,480,200000.0,11900000.0,13700000.0,8700000.0, Rejected
3499,2, Graduate, Yes,9100000,24200000,16,685,25600000.0,1900000.0,31100000.0,9100000.0, Approved
3500,1, Graduate, No,7400000,17900000,6,460,2600000.0,1300000.0,25900000.0,5000000.0, Rejected
3502,1, Graduate, Yes,7600000,23900000,12,692,500000.0,12200000.0,27000000.0,5000000.0, Approved
3507,5, Graduate, No,700000,2400000,16,447,1300000.0,700000.0,2600000.0,800000.0, Rejected
3508,0, Not Graduate, Yes,9600000,23800000,12,788,9900000.0,14400000.0,21200000.0,10400000.0, Approved
3510,0, Graduate, No,9500000,28400000,18,577,6200000.0,10300000.0,30200000.0,14100000.0, Approved
3512,5, Graduate, Yes,7300000,21000000,14,759,15500000.0,8000000.0,20300000.0,10800000.0, Approved
3514,2, Graduate, No,2900000,10200000,4,789,1200000.0,4100000.0,6100000.0,3600000.0, Approved
3515,3, Graduate, Yes,7500000,17900000,2,680,7000000.0,11800000.0,25000000.0,6300000.0, Approved
3516,1, Graduate, No,7900000,25700000,20,681,14900000.0,3000000.0,18100000.0,8800000.0, Approved
3517,1, Graduate, Yes,6900000,22300000,16,673,17400000.0,100000.0,21300000.0,9000000.0, Approved
3518,0, Not Graduate, No,6900000,22900000,10,313,5600000.0,9300000.0,26200000.0,8000000.0, Rejected
3521,3, Not Graduate, No,6900000,22700000,4,650,900000.0,13400000.0,15500000.0,6400000.0, Approved
3522,1, Not Graduate, No,1200000,4500000,4,439,3200000.0,1800000.0,2900000.0,1200000.0, Approved
3523,1, Graduate, No,2900000,9600000,4,658,8200000.0,4300000.0,7000000.0,2700000.0, Approved
3524,4, Graduate, Yes,5500000,18900000,6,379,13900000.0,9100000.0,18500000.0,3100000.0, Rejected
3525,4, Graduate, Yes,3200000,10700000,4,450,7300000.0,3000000.0,8200000.0,1800000.0, Approved
3529,0, Not Graduate, No,1300000,4900000,12,555,2400000.0,1200000.0,4100000.0,1700000.0, Approved
3530,1, Not Graduate, No,9900000,20700000,20,821,12700000.0,8200000.0,38100000.0,11100000.0, Approved
3532,1, Not Graduate, No,5100000,15300000,4,721,7000000.0,6100000.0,15300000.0,5900000.0, Approved
3534,5, Not Graduate, No,4200000,12600000,18,571,8900000.0,3200000.0,11700000.0,6200000.0, Approved
3537,1, Not Graduate, No,6600000,19700000,12,758,16000000.0,4400000.0,18800000.0,9500000.0, Approved
3538,2, Graduate, Yes,8300000,30100000,16,636,5200000.0,5100000.0,33100000.0,7200000.0, Approved
3541,1, Graduate, No,7900000,15800000,8,551,800000.0,3500000.0,18700000.0,8300000.0, Approved
3543,1, Graduate, No,6500000,23400000,2,672,5000000.0,10400000.0,16700000.0,7600000.0, Approved
3551,2, Not Graduate, No,9100000,18600000,20,403,18400000.0,11700000.0,20300000.0,9200000.0, Rejected
3552,3, Not Graduate, Yes,7600000,26400000,14,867,9200000.0,700000.0,27900000.0,7400000.0, Approved
3554,5, Graduate, No,1800000,6000000,4,548,1400000.0,2400000.0,6500000.0,2600000.0, Approved
3555,0, Not Graduate, No,7300000,28200000,16,486,15300000.0,8800000.0,16400000.0,7700000.0, Rejected
3557,5, Graduate, No,5200000,20700000,2,538,3200000.0,2000000.0,14600000.0,3600000.0, Approved
3558,4, Not Graduate, No,7100000,28200000,14,496,6300000.0,10900000.0,27700000.0,4600000.0, Rejected
3559,4, Graduate, Yes,1400000,4800000,6,411,1400000.0,300000.0,4400000.0,1600000.0, Rejected
3560,4, Not Graduate, No,2700000,10700000,6,857,7400000.0,4200000.0,8200000.0,2800000.0, Approved
3561,5, Graduate, Yes,6500000,18100000,10,360,15700000.0,10600000.0,20200000.0,6100000.0, Rejected
3562,4, Graduate, No,9300000,35900000,18,461,9800000.0,12700000.0,26200000.0,11400000.0, Rejected
3564,5, Graduate, No,6800000,19300000,6,865,12100000.0,100000.0,22900000.0,9000000.0, Approved
3565,5, Not Graduate, No,5600000,13600000,4,449,5900000.0,5700000.0,18800000.0,4300000.0, Rejected
3566,1, Not Graduate, Yes,1900000,4700000,2,870,4700000.0,2300000.0,3900000.0,2300000.0, Approved
3567,5, Not Graduate, No,8400000,19500000,6,815,5300000.0,2500000.0,24000000.0,7200000.0, Approved
3569,1, Not Graduate, Yes,2900000,9900000,18,783,1300000.0,100000.0,11000000.0,2600000.0, Approved
3570,3, Graduate, Yes,3200000,7400000,2,543,3600000.0,4500000.0,11200000.0,4600000.0, Rejected
3571,4, Not Graduate, Yes,3000000,10900000,2,786,7600000.0,3300000.0,8000000.0,3200000.0, Approved
3573,2, Not Graduate, Yes,400000,1300000,2,885,200000.0,300000.0,1100000.0,500000.0, Approved
3578,5, Not Graduate, Yes,9700000,27600000,10,788,9400000.0,3100000.0,31800000.0,10600000.0, Approved
3579,2, Not Graduate, No,7000000,22400000,6,649,12200000.0,9900000.0,17800000.0,8900000.0, Approved
3581,3, Graduate, Yes,3100000,11200000,14,772,3400000.0,5800000.0,8300000.0,2100000.0, Approved
3583,5, Not Graduate, Yes,7100000,21500000,4,557,8900000.0,8000000.0,26400000.0,4000000.0, Approved
3585,3, Graduate, Yes,9800000,28400000,12,487,8900000.0,15400000.0,30800000.0,11100000.0, Rejected
3586,2, Graduate, Yes,3900000,9700000,8,539,4400000.0,7600000.0,7900000.0,5100000.0, Rejected
3587,2, Graduate, Yes,2200000,8100000,8,710,500000.0,2900000.0,7300000.0,1000000.0, Approved
3592,3, Not Graduate, Yes,700000,2000000,18,544,800000.0,1300000.0,1500000.0,400000.0, Rejected
3597,2, Not Graduate, Yes,2300000,9000000,6,583,3600000.0,1300000.0,6900000.0,3400000.0, Approved
3600,2, Not Graduate, Yes,5200000,12900000,18,644,400000.0,5000000.0,12000000.0,7500000.0, Approved
3601,2, Graduate, No,5400000,14500000,8,349,10800000.0,4800000.0,21100000.0,6600000.0, Rejected
3602,3, Graduate, No,7700000,25300000,18,662,3400000.0,11400000.0,19100000.0,9900000.0, Approved
3603,0, Not Graduate, Yes,1900000,6400000,20,704,900000.0,3400000.0,5300000.0,1900000.0, Approved
3604,4, Not Graduate, Yes,6400000,15500000,2,324,18400000.0,11100000.0,13900000.0,4500000.0, Rejected
3605,5, Graduate, No,700000,1700000,18,757,1900000.0,200000.0,2100000.0,600000.0, Approved
3608,5, Graduate, Yes,4300000,13800000,18,618,9600000.0,800000.0,14000000.0,2400000.0, Approved
3609,4, Graduate, No,8000000,27100000,8,524,16900000.0,10900000.0,25600000.0,8400000.0, Rejected
3610,0, Not Graduate, No,1100000,4100000,18,887,400000.0,1300000.0,2600000.0,1300000.0, Approved
3611,2, Not Graduate, Yes,8800000,31100000,12,729,12300000.0,2400000.0,21900000.0,9400000.0, Approved
3613,0, Not Graduate, Yes,200000,700000,20,724,600000.0,0.0,500000.0,300000.0, Approved
3617,0, Graduate, Yes,6100000,19200000,6,890,13900000.0,5900000.0,16700000.0,7600000.0, Approved
3619,4, Not Graduate, No,4800000,10100000,12,634,9200000.0,300000.0,15000000.0,6900000.0, Approved
3621,4, Not Graduate, No,1300000,3500000,12,512,3300000.0,1400000.0,3200000.0,700000.0, Rejected
3623,2, Graduate, Yes,3300000,11100000,20,823,4600000.0,1500000.0,11700000.0,2900000.0, Approved
3624,2, Not Graduate, Yes,8700000,28400000,12,880,8000000.0,1800000.0,19400000.0,4400000.0, Approved
3627,3, Not Graduate, No,6900000,18500000,6,360,14000000.0,0.0,18800000.0,9600000.0, Rejected
3629,2, Graduate, Yes,8600000,32500000,4,758,20900000.0,600000.0,18000000.0,6900000.0, Approved
3630,2, Graduate, No,5400000,20600000,18,621,11200000.0,2200000.0,11600000.0,5500000.0, Approved
3634,0, Not Graduate, No,300000,500000,18,376,300000.0,0.0,800000.0,300000.0, Rejected
3640,0, Graduate, No,7400000,24100000,16,779,800000.0,2900000.0,28900000.0,4900000.0, Approved
3641,3, Not Graduate, Yes,7800000,17700000,6,876,15600000.0,15200000.0,25100000.0,10800000.0, Approved
3642,3, Graduate, Yes,7200000,16500000,18,515,7800000.0,6300000.0,17300000.0,10600000.0, Rejected
3646,2, Not Graduate, No,8200000,30600000,10,343,9800000.0,11500000.0,16900000.0,7000000.0, Rejected
3648,3, Not Graduate, No,3900000,11900000,6,607,6600000.0,6000000.0,8800000.0,2000000.0, Approved
3654,1, Graduate, Yes,4300000,17200000,4,564,10400000.0,6600000.0,11500000.0,2200000.0, Approved
3655,1, Not Graduate, Yes,300000,900000,20,419,800000.0,0.0,600000.0,300000.0, Rejected
3657,1, Not Graduate, No,4400000,12100000,4,884,9800000.0,6500000.0,15000000.0,6000000.0, Approved
3659,2, Graduate, No,600000,1300000,12,475,100000.0,1100000.0,2300000.0,600000.0, Rejected
3661,5, Not Graduate, No,3800000,10500000,10,759,1800000.0,6700000.0,8100000.0,5300000.0, Approved
3664,5, Graduate, Yes,4500000,17100000,2,639,10600000.0,7500000.0,12000000.0,6500000.0, Approved
3665,4, Not Graduate, No,1900000,4000000,10,388,500000.0,1400000.0,5600000.0,900000.0, Rejected
3666,5, Graduate, Yes,6400000,20000000,12,594,100000.0,2100000.0,16500000.0,5500000.0, Approved
3669,3, Not Graduate, No,300000,600000,6,896,300000.0,400000.0,600000.0,400000.0, Approved
3671,2, Not Graduate, Yes,600000,1700000,2,495,1700000.0,200000.0,1200000.0,500000.0, Rejected
3673,4, Not Graduate, No,7600000,20800000,12,775,1900000.0,13600000.0,19200000.0,6400000.0, Approved
3675,3, Graduate, Yes,5600000,12700000,12,395,8200000.0,9300000.0,22000000.0,6400000.0, Rejected
3677,2, Not Graduate, Yes,7900000,16100000,18,318,17300000.0,2900000.0,29900000.0,9300000.0, Rejected
3679,3, Not Graduate, No,1200000,3100000,10,438,1500000.0,2200000.0,3900000.0,1000000.0, Rejected
3681,5, Not Graduate, No,2700000,5600000,2,815,1100000.0,2000000.0,7100000.0,2600000.0, Approved
3682,4, Graduate, Yes,9800000,22100000,4,364,16800000.0,11100000.0,26500000.0,7300000.0, Rejected
3683,2, Not Graduate, No,9300000,32300000,4,586,14300000.0,6400000.0,37000000.0,10400000.0, Approved
3684,4, Not Graduate, No,6700000,25300000,12,555,16900000.0,3600000.0,23500000.0,4900000.0, Approved
3685,4, Graduate, No,1300000,4600000,10,312,1800000.0,600000.0,3100000.0,800000.0, Rejected
3687,5, Not Graduate, No,6700000,23200000,18,672,1600000.0,6700000.0,20800000.0,5400000.0, Approved
3689,4, Graduate, Yes,4700000,11000000,4,321,10100000.0,100000.0,9600000.0,6900000.0, Rejected
3690,2, Graduate, No,3700000,13400000,16,393,6400000.0,600000.0,14200000.0,3500000.0, Rejected
3691,0, Graduate, Yes,5800000,21800000,2,561,4400000.0,7200000.0,15000000.0,4200000.0, Approved
3692,5, Graduate, Yes,2400000,6900000,20,725,1700000.0,400000.0,8800000.0,2400000.0, Approved
3693,1, Not Graduate, Yes,8100000,27600000,16,438,1000000.0,10500000.0,32200000.0,8000000.0, Rejected
3694,5, Graduate, Yes,5400000,21400000,12,399,4000000.0,9700000.0,12400000.0,6800000.0, Rejected
3695,0, Graduate, No,1400000,5400000,8,592,4100000.0,400000.0,4300000.0,800000.0, Approved
3700,3, Not Graduate, Yes,5300000,19500000,4,591,13200000.0,4700000.0,19800000.0,7900000.0, Approved
3701,0, Graduate, Yes,2800000,6800000,12,349,4100000.0,2000000.0,11100000.0,1400000.0, Rejected
3702,1, Graduate, Yes,9600000,29900000,18,478,18500000.0,15200000.0,38200000.0,9400000.0, Rejected
3703,4, Graduate, No,2200000,7800000,20,633,0.0,3900000.0,8400000.0,1900000.0, Approved
3706,2, Not Graduate, Yes,2800000,7000000,2,834,500000.0,2900000.0,8100000.0,1300000.0, Approved
3707,0, Not Graduate, No,2500000,5800000,20,671,7400000.0,500000.0,7500000.0,2000000.0, Approved
3709,3, Graduate, No,6100000,20700000,4,816,14900000.0,5400000.0,24200000.0,5900000.0, Approved
3711,5, Not Graduate, Yes,4500000,12700000,8,307,11000000.0,3800000.0,12600000.0,2700000.0, Rejected
3713,3, Not Graduate, Yes,5800000,16600000,10,444,13300000.0,5900000.0,15000000.0,8500000.0, Rejected
3717,5, Not Graduate, No,2400000,5100000,6,756,1500000.0,200000.0,5300000.0,3400000.0, Approved
3718,4, Graduate, No,5600000,12000000,4,719,5600000.0,2900000.0,14500000.0,3400000.0, Approved
3720,4, Not Graduate, Yes,4900000,15900000,10,668,10800000.0,8300000.0,14900000.0,2800000.0, Approved
3721,4, Not Graduate, Yes,5900000,16500000,2,765,13000000.0,9400000.0,20000000.0,3500000.0, Approved
3722,5, Graduate, Yes,500000,1500000,4,476,200000.0,200000.0,1100000.0,700000.0, Approved
3724,1, Not Graduate, No,3500000,12700000,4,350,5200000.0,6800000.0,12900000.0,1800000.0, Approved
3725,0, Graduate, No,5200000,12200000,16,783,5000000.0,2000000.0,11400000.0,5100000.0, Approved
3727,2, Not Graduate, No,8400000,28300000,10,822,1800000.0,16000000.0,33000000.0,4400000.0, Approved
3728,1, Not Graduate, Yes,7500000,22500000,14,469,12300000.0,9600000.0,16200000.0,4500000.0, Rejected
3729,2, Graduate, No,3300000,13000000,16,300,5500000.0,5900000.0,7400000.0,3100000.0, Rejected
3730,2, Not Graduate, No,8800000,22400000,14,692,21700000.0,5100000.0,18600000.0,10900000.0, Approved
3731,5, Graduate, No,200000,700000,18,707,-100000.0,100000.0,500000.0,200000.0, Approved
3732,5, Not Graduate, Yes,8000000,29100000,4,658,10600000.0,8600000.0,28800000.0,4600000.0, Approved
3733,3, Graduate, No,1000000,4000000,6,625,700000.0,100000.0,2800000.0,500000.0, Approved
3734,1, Graduate, No,9400000,26700000,10,343,7600000.0,2500000.0,28600000.0,13200000.0, Rejected
3736,4, Graduate, Yes,5400000,11500000,20,705,14600000.0,3800000.0,13500000.0,6100000.0, Approved
3738,3, Graduate, No,8800000,33700000,12,397,17300000.0,16000000.0,22200000.0,8800000.0, Rejected
3741,2, Not Graduate, Yes,2500000,7200000,16,315,5500000.0,3300000.0,4900000.0,2800000.0, Rejected
3742,5, Not Graduate, Yes,6900000,15700000,14,887,13800000.0,5300000.0,25200000.0,4500000.0, Approved
3743,5, Graduate, Yes,5700000,20500000,16,429,2800000.0,1900000.0,22400000.0,3900000.0, Rejected
3744,4, Graduate, Yes,5500000,15100000,18,673,10500000.0,8000000.0,13900000.0,7200000.0, Approved
3748,4, Not Graduate, No,2300000,5500000,6,343,-100000.0,4100000.0,4800000.0,3200000.0, Rejected
3749,0, Not Graduate, Yes,3000000,11000000,16,331,8000000.0,4500000.0,6600000.0,2400000.0, Rejected
3750,0, Not Graduate, No,7900000,26200000,18,845,14200000.0,14700000.0,27400000.0,6300000.0, Approved
3754,0, Not Graduate, Yes,8200000,19100000,2,764,22900000.0,8900000.0,20500000.0,4000000.0, Approved
3755,1, Graduate, No,2800000,6900000,14,553,400000.0,4900000.0,6800000.0,4200000.0, Approved
3756,1, Not Graduate, No,8900000,20000000,2,653,12700000.0,600000.0,17800000.0,9900000.0, Approved
3759,2, Not Graduate, Yes,6100000,12300000,18,697,14100000.0,9100000.0,12600000.0,3500000.0, Approved
3761,1, Not Graduate, No,1600000,5600000,6,846,600000.0,2800000.0,4600000.0,1200000.0, Approved
3764,3, Graduate, No,9600000,34500000,20,523,26100000.0,2600000.0,24300000.0,5300000.0, Rejected
3765,4, Graduate, Yes,8300000,25400000,4,624,22900000.0,4000000.0,24800000.0,5400000.0, Approved
3767,3, Not Graduate, Yes,5600000,11600000,12,756,3300000.0,1800000.0,18400000.0,7800000.0, Approved
3768,3, Graduate, Yes,4100000,8300000,16,351,6000000.0,100000.0,11100000.0,2200000.0, Rejected
3769,3, Not Graduate, No,3700000,13400000,18,373,2800000.0,100000.0,13200000.0,2500000.0, Rejected
3770,4, Not Graduate, Yes,800000,2400000,2,461,1300000.0,1300000.0,2300000.0,300000.0, Approved
3771,4, Graduate, No,8100000,28100000,12,672,5600000.0,9200000.0,17200000.0,9500000.0, Approved
3772,2, Graduate, Yes,2700000,9500000,10,434,2700000.0,1500000.0,8100000.0,1800000.0, Rejected
3773,2, Not Graduate, Yes,7000000,21400000,12,541,3700000.0,1300000.0,19800000.0,9600000.0, Rejected
3777,1, Graduate, No,7800000,23900000,4,313,2600000.0,15300000.0,23000000.0,10900000.0, Approved
3779,0, Not Graduate, Yes,2600000,6000000,8,382,1700000.0,2200000.0,8200000.0,1600000.0, Rejected
3785,1, Graduate, Yes,9800000,21200000,4,885,18000000.0,16400000.0,37300000.0,10800000.0, Approved
3786,3, Graduate, No,7800000,16600000,20,896,12400000.0,10800000.0,30500000.0,5500000.0, Approved
3787,5, Not Graduate, No,4900000,14100000,2,802,3300000.0,7500000.0,16100000.0,2700000.0, Approved
3788,3, Graduate, Yes,8300000,22700000,2,650,3600000.0,16000000.0,18000000.0,5800000.0, Approved
3789,4, Not Graduate, Yes,3900000,8900000,10,665,9300000.0,4000000.0,9200000.0,5300000.0, Approved
3791,1, Not Graduate, No,9600000,32400000,20,447,15400000.0,18400000.0,19800000.0,4700000.0, Rejected
3792,5, Not Graduate, Yes,1000000,2400000,18,613,1600000.0,1300000.0,2600000.0,600000.0, Approved
3793,5, Graduate, No,2800000,7200000,16,424,900000.0,5000000.0,6100000.0,3200000.0, Rejected
3794,2, Not Graduate, No,8300000,20800000,6,667,19300000.0,4100000.0,25400000.0,6800000.0, Approved
3795,4, Not Graduate, Yes,6900000,18300000,18,715,8200000.0,600000.0,15000000.0,7500000.0, Approved
3797,2, Not Graduate, No,8000000,17800000,20,549,2400000.0,9700000.0,27400000.0,10800000.0, Rejected
3801,3, Not Graduate, No,4600000,17900000,8,396,10700000.0,4000000.0,12300000.0,2600000.0, Rejected
3804,0, Graduate, Yes,9400000,36100000,10,615,21200000.0,3800000.0,27400000.0,9100000.0, Approved
3808,0, Graduate, Yes,1100000,3400000,14,832,3200000.0,200000.0,4400000.0,1600000.0, Approved
3809,5, Graduate, No,9200000,34800000,12,802,22000000.0,11000000.0,19800000.0,12500000.0, Approved
3811,4, Graduate, No,5100000,18800000,10,694,6400000.0,5300000.0,13500000.0,4100000.0, Approved
3813,1, Not Graduate, Yes,3700000,10900000,14,748,3700000.0,2800000.0,13200000.0,4100000.0, Approved
3814,5, Graduate, No,3600000,12800000,4,320,2500000.0,2900000.0,12600000.0,2900000.0, Approved
3815,1, Graduate, No,5600000,11700000,10,774,11000000.0,4300000.0,13100000.0,6500000.0, Approved
3816,0, Not Graduate, Yes,9500000,32000000,2,500,8300000.0,9700000.0,24500000.0,5600000.0, Approved
3817,4, Not Graduate, No,1500000,4000000,18,706,0.0,2700000.0,4400000.0,1700000.0, Approved
3818,4, Not Graduate, No,7400000,18300000,10,601,16400000.0,12600000.0,28800000.0,6100000.0, Approved
3819,2, Graduate, No,6000000,17400000,16,806,1800000.0,2100000.0,20200000.0,3500000.0, Approved
3820,0, Graduate, Yes,3000000,9600000,6,644,3900000.0,700000.0,10500000.0,3000000.0, Approved
3822,5, Graduate, Yes,600000,1500000,12,509,1600000.0,100000.0,1900000.0,800000.0, Rejected
3824,2, Graduate, Yes,5500000,12000000,2,567,7200000.0,4700000.0,11500000.0,7000000.0, Approved
3825,1, Graduate, No,1000000,2100000,6,715,2200000.0,1000000.0,2200000.0,1100000.0, Approved
3826,2, Not Graduate, Yes,1700000,3500000,10,854,5000000.0,2400000.0,3400000.0,1700000.0, Approved
3827,1, Graduate, Yes,3400000,12300000,8,523,6100000.0,4700000.0,8300000.0,2600000.0, Rejected
3828,1, Graduate, Yes,9600000,35900000,8,534,24500000.0,17700000.0,31900000.0,5400000.0, Rejected
3830,1, Graduate, No,1600000,3500000,18,619,3200000.0,100000.0,6300000.0,1500000.0, Approved
3831,0, Graduate, Yes,4300000,12800000,20,572,8600000.0,2200000.0,11000000.0,6100000.0, Approved
3832,3, Graduate, No,1400000,3500000,16,365,2600000.0,2200000.0,2900000.0,1600000.0, Rejected
3833,0, Not Graduate, No,8000000,18000000,16,791,13900000.0,10300000.0,23400000.0,10600000.0, Approved
3834,4, Not Graduate, Yes,5000000,18100000,12,424,5200000.0,2000000.0,14500000.0,6100000.0, Rejected
3835,5, Graduate, No,4500000,10200000,12,726,2900000.0,8600000.0,17500000.0,4200000.0, Approved
3837,5, Graduate, Yes,5700000,12800000,14,488,13600000.0,1000000.0,13200000.0,5500000.0, Rejected
3838,2, Not Graduate, Yes,2600000,7600000,10,400,6800000.0,2800000.0,10100000.0,3200000.0, Rejected
3840,2, Not Graduate, Yes,5100000,16800000,2,504,6400000.0,2700000.0,17100000.0,4400000.0, Approved
3841,4, Not Graduate, Yes,5100000,18600000,20,312,9600000.0,6000000.0,16500000.0,5500000.0, Rejected
3842,5, Graduate, Yes,1700000,6500000,14,587,1100000.0,1000000.0,6400000.0,1500000.0, Approved
3843,1, Not Graduate, No,5200000,10500000,20,317,3000000.0,8000000.0,19300000.0,5300000.0, Rejected
3845,1, Not Graduate, Yes,9000000,34000000,16,842,6300000.0,16900000.0,22900000.0,5800000.0, Approved
3846,4, Graduate, Yes,3400000,11800000,20,616,5000000.0,3300000.0,9900000.0,2900000.0, Approved
3850,2, Not Graduate, No,5000000,14700000,12,837,2200000.0,7200000.0,11700000.0,4800000.0, Approved
3852,4, Not Graduate, Yes,2000000,5200000,16,724,5200000.0,3800000.0,4600000.0,2800000.0, Approved
3853,5, Not Graduate, No,9000000,23900000,12,658,5700000.0,4600000.0,32100000.0,6100000.0, Approved
3854,5, Graduate, No,8300000,31800000,16,858,24600000.0,11100000.0,26300000.0,8500000.0, Approved
3855,0, Not Graduate, Yes,3100000,8500000,8,614,1700000.0,4600000.0,11000000.0,3300000.0, Approved
3856,2, Graduate, Yes,8500000,25600000,16,714,11400000.0,14800000.0,17200000.0,5700000.0, Approved
3857,2, Graduate, Yes,1200000,4600000,20,605,3600000.0,1500000.0,4600000.0,600000.0, Approved
3858,4, Graduate, Yes,2800000,5500000,8,875,6900000.0,4000000.0,6000000.0,3300000.0, Approved
3860,5, Graduate, Yes,6500000,24100000,6,441,14100000.0,9600000.0,15300000.0,5200000.0, Rejected
3861,4, Graduate, No,8700000,25200000,18,790,25000000.0,9100000.0,18400000.0,8400000.0, Approved
3862,1, Not Graduate, Yes,5400000,13600000,4,821,11600000.0,8700000.0,19900000.0,5600000.0, Approved
3866,0, Graduate, No,6400000,14000000,8,486,5100000.0,12700000.0,23900000.0,3700000.0, Rejected
3868,5, Not Graduate, Yes,2900000,11100000,4,683,1700000.0,3900000.0,9400000.0,3300000.0, Approved
3869,5, Not Graduate, No,9600000,27100000,8,594,25500000.0,4600000.0,26800000.0,13300000.0, Approved
3874,1, Not Graduate, No,6400000,21500000,6,489,1600000.0,4600000.0,17600000.0,8900000.0, Rejected
3876,5, Graduate, No,1600000,6100000,8,663,3900000.0,800000.0,6400000.0,1200000.0, Approved
3878,2, Graduate, Yes,3100000,10700000,4,398,3100000.0,3000000.0,7400000.0,2000000.0, Approved
3880,3, Graduate, Yes,8100000,19900000,20,347,22800000.0,14400000.0,29800000.0,5500000.0, Rejected
3883,1, Graduate, Yes,9700000,34300000,20,756,15700000.0,18500000.0,26800000.0,14100000.0, Approved
3884,4, Graduate, No,2300000,5400000,16,490,6200000.0,3700000.0,5500000.0,2100000.0, Rejected
3887,1, Graduate, Yes,500000,1800000,8,877,100000.0,200000.0,1100000.0,600000.0, Approved
3889,1, Not Graduate, No,9100000,23300000,18,792,800000.0,12600000.0,32100000.0,12400000.0, Approved
3891,4, Graduate, Yes,6200000,21300000,16,882,11800000.0,3500000.0,12900000.0,4100000.0, Approved
3894,3, Graduate, Yes,500000,900000,12,538,0.0,700000.0,1500000.0,300000.0, Rejected
3896,0, Graduate, Yes,1800000,5200000,16,317,4900000.0,1500000.0,4000000.0,1300000.0, Rejected
3899,2, Not Graduate, Yes,8000000,28100000,18,765,24000000.0,10500000.0,17700000.0,8200000.0, Approved
3901,0, Graduate, Yes,8200000,29700000,6,405,3900000.0,800000.0,23900000.0,5700000.0, Rejected
3902,5, Graduate, No,2300000,4900000,4,529,6200000.0,3900000.0,9200000.0,2000000.0, Rejected
3910,1, Not Graduate, Yes,9100000,31400000,4,304,14100000.0,16700000.0,30200000.0,9600000.0, Approved
3912,5, Not Graduate, Yes,1700000,4600000,12,503,900000.0,2200000.0,4800000.0,1200000.0, Rejected
3913,1, Graduate, No,7100000,14300000,12,720,4600000.0,500000.0,27300000.0,8400000.0, Approved
3914,5, Graduate, No,9400000,36800000,10,509,20700000.0,7400000.0,22400000.0,6300000.0, Rejected
3917,1, Graduate, Yes,8900000,21200000,8,716,5400000.0,9200000.0,23800000.0,7900000.0, Approved
